91361,0.05,0.5,25.5,384.4,282.4,3.3,97,64,8,26.1,0.082,5.9,190
91461,0,0.82,27.2,232.8,562.4,5.5,97,42,0,30.2,0.205,3.3,140
91561,0,1.09,29,423.4,555.7,7.1,97.3,37,1,32.2,0.203,5.5,140
91661,0,1.16,29.7,416.9,553.7,7.5,97.4,34,1,32.2,0.174,4.8,140
91761,0,0.81,28.5,439.2,349.1,5.4,97.5,48,8,30.3,0.13,5,150
91861,0,1.06,27.3,457.8,529,7,97.1,43,3,28.8,0.16,5.5,270
91961,0,1.01,24.4,343,556.1,6.6,96.9,28,1,27.1,0.15,5.7,270
92061,0,0.93,24.3,343,552.7,6.1,97,35,0,26.9,0.148,4,320
92161,0,0.93,25,419.7,537.1,6.2,97,43,2,27.5,0.131,5.4,170
92261,0,0.83,24.8,341.6,496.6,5.4,97.2,43,4,26.7,0.096,4.6,200
92361,0,0.87,23.8,307.7,544.4,5.8,97.4,40,0,26.4,0.11,3.3,250
92461,0,1.01,23.1,418.7,557.7,6.9,97.6,28,0,27.3,0.078,5,250
92561,0,1.1,24.4,461.5,521.5,7.4,97.5,24,2,28.5,0.168,5.3,110
92661,0,1.12,24.9,430.4,543.3,7.5,97.3,21,0,29.8,0.107,4.5,290
92761,0,1.07,25.2,362,532.6,6.7,97.5,20,0,30.1,0.138,3.1,230
92861,0,1.11,26.1,371.8,535.3,7.1,97.4,19,0,30.8,0.11,4,110
92961,0,0.99,25.7,326.7,460.3,6.5,97.1,21,3,29.5,0.104,3.4,230
93061,0,0.96,23.6,314.2,528.1,6.1,97.4,21,0,28.6,0.109,4.3,140
100161,0,0.99,23.7,333.7,527.1,6.6,97.6,20,0,28.4,0.109,3.2,110
100261,0,1.14,26.1,339.3,524.9,7.1,97.8,12,0,30.5,0.113,3.7,70
100361,0,1.07,25.1,348.6,515.6,6.8,97.7,17,1,29.7,0.07,3.7,110
100461,0,1.05,24.2,364.8,520.9,6.9,97.4,18,0,29.1,0.076,4.9,110
100561,0,1.12,24,461.5,496.8,7.3,97.3,19,1,28.2,0.114,5.2,110
100661,0,1.14,24.5,498.7,476.4,7.3,97.3,21,2,28.5,0.212,5.9,110
100761,0,1.34,25.5,681.3,481.2,8.8,96.9,26,0,28.8,0.163,8.1,240
100861,0,1.2,20.9,857.5,361.4,6.9,96.6,30,6,21.6,0.243,9.9,270
100961,0.08,0.74,15.1,524.2,484.5,4.9,97.5,35,0,17.6,0.134,5.4,90
101061,0,0.87,15.9,515.9,497.4,5.8,98,24,0,19.7,0.072,5.7,90
101161,0,0.8,18.8,381.6,467.9,5.2,97.7,26,0,23,0.159,4.5,90
101261,0,0.76,20.7,284.4,463.3,5.2,97.7,27,0,25.1,0.131,3.7,290
101361,0,0.94,24.4,308.1,474.4,6.1,97.7,21,0,28.6,0.102,3.3,140
101461,0,1.47,29.1,615.8,438.8,9.2,98,21,0,31.8,0.203,8.2,110
101561,0,0.99,25.9,296.5,461.7,5.9,98.1,18,0,29.8,0.101,3.8,140
101661,0,0.78,23.1,188.2,469.6,4.6,97.6,20,0,27.7,0.069,2.7,140
101761,0,0.75,21.9,220.8,455.9,4.7,97.1,22,1,26.9,0.112,2.7,140
101861,0,0.76,21.7,240.7,442.7,4.7,97.3,20,0,26.4,0.127,3.1,110
101961,0,0.74,22,216.6,434.3,4.5,97.5,22,0,26.7,0.149,3.1,110
